Норем тендеру,Дата публікації,Дата подачі пропозицій,Назва,Компанія,Контакти,Вартість,Посилання
682636,Опубліковано: 31.01.2017,Прийом пропозицій до: 06.02.2017 18:00,Заключеня договору на надання послуг доступу до Інтернету.,Шкірно - венерологічний  диспансер Солом'янського р-ну м. Києва,"Контактна особа
Каховський Володимир Федорович
380442453897
solomkvd@ukr.net
03035, Україна, Київська обл., Київ, Миколи Островського,48
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/shkrno--venerologchniy--dispanser-solomyanskogo-rnu-m-kiva/",15 840 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1053357/
326418,Опубліковано: 26.09.2016,Прийом пропозицій до: 28.09.2016 15:00,Послуги телефонії та інтернет,Вишневський місцевий центр з надання безоплатної вторинної правової допомоги,"Контактна особа
Любов Драгілєва
+380505868621,+380459853601
vyshneve.kyivreg@legalaid.gov.ua
08133, Україна, Київська обл., Вишневе, вул. ПІВДЕННА,  5 Б
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/-vishnevskiy-mstseviy-tsentr-z-nadannya-bezoplatno-vtorinno-pravovo-dopomogi/",6 400 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/441488/
1961251,Опубліковано: 15.01.2018,Прийом пропозицій до: 18.01.2018 18:00,"72260000-5 Послуги, пов’язані з програмним забезпеченням (Послуги з продовження дії невиключної ліцензії на використання комп’ютерної програми Інформаційно-правової системи Ліга Закон).",Департамент культури виконавчого  органу  Київської  міської  ради  (Київської  міської державної ад,"Контактна особа
Степічева Леся Володимирівна
380442797290
lvs04@ukr.net
01004, Україна, Київська обл., Київ, бульвар Тараса Шевченка,3
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/departament-kulturi-vikonavchogo--organu--kivsko--msko--radi--kivsko--msko-derzhavno-ad/",33 341 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3188131/
1988600,Опубліковано: 19.01.2018,Прийом пропозицій до: 29.01.2018 00:00,Послуги для забезпечення ON-line трансляції 161/213 51/1,"Державна установа ""Управління збірних команд та забезпечення спортивних заходів ""Укрспортзабезпеченн","Контактна особа
Шевчук Рамі Олександрович
380936416881
rami.shevchuk@gmail.com
01001, Україна, Київська обл., Київ, Еспланадна, 30б
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/derzhavna-ustanova-upravlnnya-zbrnih-komand-ta-zabezpechennya-sportivnih-zahodv-ukrsportzabezpechenn/",28 096 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3233095/
1851142,Опубліковано: 15.12.2017,Прийом пропозицій до: 16.01.2018 17:00,"Послуги телефонного зв’язку та передачі даних (Послуги надання доступу до всесвітньої мережі Інтернет для Львівської  дирекції ПАТ ""Укрпошта"")","ДП ""Львівська дирекція УДППЗ ""Укрпошта""""","Контактна особа
Ольга Ричель
+380322367578,+380674625373,+380507502075
nach_vktlviv@ukrposhta.com
79000, Україна, Львівська обл., Львів, м.Львів, вул. Словацького, 1
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/dp-lvvska-direktsya-udppz-ukrposhta/",4 819 800 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2996391/
2008764,Опубліковано: 24.01.2018,Прийом пропозицій до: 26.01.2018 10:01,"Послуги, пов'язані з програмним забезпеченням",Територіальний центр соціального обслуговування (надання соціальних послуг) Дарницького району міста,"Контактна особа
Дядчук Катерина Федорівна
380445639645,380971731653
tcsodarn@ukr.net
02091, Україна, Київська обл., Київ, вул. Вербицького, 9-І
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/teritoralniy-tsentr-sotsalnogo-obslugovuvannya-nadannya-sotsalnih-poslug-darnitskogo-rayonu-msta/",44 676 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3267360/
1201096,Опубліковано: 05.07.2017,Прийом пропозицій до: 21.07.2017 12:00,"Виготовлення проектно-кошторисної документації по об'єкту ""Реконструкція фельдшерсько-акушерського пункту під лікарську амбулаторію загальної практики сімейної медицини по вул.Шевченка, 13 в с.Крупець Радивилівського району Рівненської області","Комунальний заклад охорони здоров'я""Радивилівський центр первинної медико-санітарної допомоги""Радиви","Контактна особа
Поляк Валентина Володимирівна
380363342103
radiviliv.cpmsd@gmail.com
Україна, Рівненська обл., Радивилів
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/komunalniy-zaklad-ohoroni-zdorovyaradivilvskiy-tsentr-pervinno-medikosantarno-dopomogiradivi/",73 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1930134/
446184,Опубліковано: 15.11.2016,Прийом пропозицій до: 23.11.2016 17:00,Система відеоспостереження,"Комунальне підприємство ""Тернопільський міський стадіон""","Контактна особа
Шушкевич Ігор Богданович
380352526514
stadionter@ukr.net
46002, Україна, Тернопільська обл., Тернопіль, поспект Степана Бандери,15
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/komunalne-pdprimstvo-ternoplskiy-mskiy-stadon/",100 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/633503/
332341,Опубліковано: 28.09.2016,Прийом пропозицій до: 30.09.2016 09:00,Послуги надання у короткострокове користування приміщення,"Дитячо-юнацька спортивна школа з танцювальних видів спорту ""Супаданс""","Контактна особа
Глєбов Мстислав Віталійович
380662837860
supadance@ukr.net
04211, Україна, Київська обл., Київ, Лайоша Гавро, будинок 7 літера Г
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/dityachoyunatska-sportivna-shkola-z-tantsyuvalnih-vidv-sportu-supadans/",20 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/451052/
446362,Опубліковано: 15.11.2016,Прийом пропозицій до: 30.11.2016 11:01,"Послуги щодо проектування та розробки програмного модулю «Кабінет Клієнта ПАТ «НДУ», які передбачають, зокрема: - розробку програмних компонентів, які забезпечують введення, обробку, пошук і зберігання інформації про інформаційні сутності «Електронний документ - Вхідний», «Електронний документ - Вих...","ПАТ ""Національний депозитарій України""","Контактна особа
Панченко Оксана Володимирівна
+380445910433
cio@csd.ua
04071, Нижній Вал, 17/8
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/pat-natsonalniy-depozitary-ukrani/",300 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/633681/
762111,Опубліковано: 21.02.2017,Прийом пропозицій до: 28.02.2017 17:30,"Відеозйомка 299/522, 102/1м, 282/421, 91/1м","Державна установа ""Управління збірних команд та забезпечення спортивних заходів ""Укрспортзабезпеченн","Контактна особа
Соловей Дмитро Михайлович
380939191389
dobrodiyu@gmail.com
01001, Україна, Київська обл., Київ, Еспланадна, 30б
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/derzhavna-ustanova-upravlnnya-zbrnih-komand-ta-zabezpechennya-sportivnih-zahodv-ukrsportzabezpechenn/",145 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1190288/
126404,Опубліковано: 23.03.2016,Прийом пропозицій до: 31.03.2016 15:24,Автоматизована електронна система продажу квитків на концертні та інші культурно-видовищні заходи,"КЗ ""Днiпродзержинський театр iм. Лесi Украiнки""","Контактна особа
Жанна Кравцова
+380679293282
05509464@ukr.net
51925, Україна, Дніпропетровська обл., Кам'янське (Дніпродзержинськ), ПЛОЩА 250-РІЧЧЯ МІСТА, будинок 2
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/kz-dniprodzerzhinskiy-teatr-im-lesi-ukrainki/",25 000 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/126596/
1187495,Опубліковано: 29.06.2017,Прийом пропозицій до: 06.07.2017 17:00,"Проживання Львів 1193/2060, 329/1","Державна установа ""Управління збірних команд та забезпечення спортивних заходів ""Укрспортзабезпеченн","Контактна особа
Соловей Дмитро Михайлович
380939191389
dobrodiyu@gmail.com
01001, Україна, Київська обл., Київ, Еспланадна, 30б
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/derzhavna-ustanova-upravlnnya-zbrnih-komand-ta-zabezpechennya-sportivnih-zahodv-ukrsportzabezpechenn/",126 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1907189/
493461,Опубліковано: 29.11.2016,Прийом пропозицій до: 06.12.2016 16:35,"Проживання с. Збур'ївка, Херсон. обл. 1953/4447, 561/2","Державна установа ""Управління збірних команд та забезпечення спортивних заходів ""Укрспортзабезпеченн","Контактна особа
Соловей Дмитро Михайлович
380939191389
dobrodiyu@gmail.com
01001, Україна, Київська обл., Київ, Еспланадна, 30б
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/derzhavna-ustanova-upravlnnya-zbrnih-komand-ta-zabezpechennya-sportivnih-zahodv-ukrsportzabezpechenn/",76 670 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/709219/
1655532,Опубліковано: 08.11.2017,Прийом пропозицій до: 01.12.2017 09:00,Проживання м.Львів 1944\3728 539\1,"Державна установа ""Управління збірних команд та забезпечення спортивних заходів ""Укрспортзабезпеченн","Контактна особа
Шевчук Рамі Олександрович
380936416881
rami.shevchuk@gmail.com
01001, Україна, Київська обл., Київ, Еспланадна, 30б
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/derzhavna-ustanova-upravlnnya-zbrnih-komand-ta-zabezpechennya-sportivnih-zahodv-ukrsportzabezpechenn/",37 800 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2666272/
454259,Опубліковано: 16.11.2016,Прийом пропозицій до: 23.11.2016 19:00,"47.00.31-00.00 ""Роздрібна торгівля комп’ютерами, периферійними пристроями та програмними засобами""",Громадська організація Київський міський осередок Асоціації спортивного танцю України,"Контактна особа
Соронович Ігор Михайлович
380662837860
kmoastu@ukr.net
02156, Україна, Київська обл., Київ, Матеюка, 4
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/gromadska-organzatsya-kivskiy-mskiy-oseredok-asotsats-sportivnogo-tantsyu-ukrani/",85 600 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/646307/
